ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Gender,Married,Education,Self_Employed,Property_Area,Loan_Status,Approval_Probability,Risk_Score,Risk_Level_ML,Total_Income,Income_Band,Predicted_Status
2833,1857.0,126.0,1.0,1,0,0,0,0,1,0.7334932797625963,0.26650672023740374,Low Risk,4690.0,Medium,1
2620,2223.0,150.0,1.0,1,1,0,0,1,1,0.833359782959567,0.16664021704043297,Low Risk,4843.0,Medium,1
3900,0.0,90.0,1.0,1,1,0,0,1,1,0.8615154707563497,0.1384845292436503,Low Risk,3900.0,Medium,1
2750,1842.0,115.0,1.0,1,1,0,0,1,1,0.8441003839701429,0.15589961602985714,Low Risk,4592.0,Medium,1
3993,3274.0,207.0,1.0,1,1,0,0,1,1,0.8115757381329715,0.18842426186702854,Low Risk,7267.0,High,1
3103,1300.0,80.0,1.0,1,1,0,0,2,1,0.8535177123935008,0.14648228760649917,Low Risk,4403.0,Medium,1
14583,0.0,436.0,1.0,1,1,0,0,1,1,0.7777396787886436,0.22226032121135642,Low Risk,14583.0,,1
4053,2426.0,158.0,0.0,1,0,1,1,2,0,0.060307398467054255,0.9396926015329458,High Risk,6479.0,High,0
3927,800.0,112.0,1.0,1,1,0,0,1,1,0.8518691586353848,0.14813084136461518,Low Risk,4727.0,Medium,1
2301,985.7999878,78.0,1.0,1,1,0,0,2,1,0.8558127872659219,0.14418721273407809,Low Risk,3286.7999878,Medium,1
1811,1666.0,54.0,1.0,0,0,0,0,2,1,0.7213977615800317,0.27860223841996834,Low Risk,3477.0,Medium,1
3158,3053.0,89.0,1.0,1,0,0,0,0,1,0.7338897143388481,0.2661102856611519,Low Risk,6211.0,High,1
2600,1717.0,99.0,1.0,0,0,0,1,1,0,0.655232486389735,0.34476751361026503,Medium Risk,4317.0,Medium,1
3704,2000.0,120.0,1.0,1,1,0,0,0,1,0.8440018778708498,0.1559981221291502,Low Risk,5704.0,High,1
4124,0.0,115.0,1.0,0,0,0,0,1,1,0.7212766697500447,0.2787233302499553,Low Risk,4124.0,Medium,1
9508,0.0,187.0,1.0,1,0,0,0,0,1,0.7335938256066812,0.2664061743933188,Low Risk,9508.0,Very High,1
3075,2416.0,139.0,1.0,1,1,0,0,0,1,0.836673353480359,0.16332664651964102,Low Risk,5491.0,High,1
4400,0.0,127.0,0.0,1,1,0,0,1,0,0.1823640296899035,0.8176359703100965,High Risk,4400.0,Medium,0
3153,1560.0,134.0,1.0,1,1,0,0,2,1,0.8398489574794514,0.16015104252054857,Low Risk,4713.0,Medium,1
5417,0.0,143.0,0.0,0,0,0,0,2,0,0.08504188885833504,0.9149581111416649,High Risk,5417.0,High,0
2383,3334.0,172.0,1.0,1,1,0,0,1,1,0.8197544506697183,0.1802455493302817,Low Risk,5717.0,High,1
6875,0.0,200.0,1.0,1,1,0,0,1,1,0.8381376464821343,0.1618623535178657,Low Risk,6875.0,High,1
4666,0.0,135.0,1.0,0,1,0,0,2,1,0.8284483458887593,0.17155165411124074,Low Risk,4666.0,Medium,1
5000,2541.0,151.0,1.0,0,0,0,0,0,0,0.6845126449649023,0.3154873550350977,Medium Risk,7541.0,Very High,1
2014,2925.0,113.0,1.0,1,1,0,0,2,0,0.8349587754696742,0.16504122453032577,Low Risk,4939.0,Medium,1
1800,2934.0,93.0,0.0,1,1,1,0,2,0,0.14842672267838092,0.8515732773216191,High Risk,4734.0,Medium,0
2875,1750.0,105.0,1.0,1,1,1,0,1,1,0.828556089280743,0.17144391071925702,Low Risk,4625.0,Medium,1
5000,0.0,132.0,1.0,0,0,0,0,0,1,0.7186176167981627,0.2813823832018373,Low Risk,5000.0,Medium,1
1625,1803.0,96.0,1.0,1,1,0,0,2,1,0.8464889959332771,0.1535110040667229,Low Risk,3428.0,Medium,1
4000,2500.0,140.0,1.0,1,0,0,0,0,1,0.722535677103068,0.277464322896932,Low Risk,6500.0,High,1
3762,1666.0,135.0,1.0,0,0,0,0,0,1,0.6995537728808194,0.30044622711918056,Medium Risk,5428.0,High,1
2400,1863.0,104.0,0.0,0,0,0,0,2,0,0.08248058649439644,0.9175194135056035,High Risk,4263.0,Medium,0
20233,0.0,480.0,1.0,1,0,0,0,0,0,0.629005208846345,0.37099479115365497,Medium Risk,20233.0,,1
2917,0.0,84.0,1.0,0,0,0,0,1,1,0.731455038266157,0.268544961733843,Low Risk,2917.0,Medium,1
2927,2405.0,111.0,1.0,1,0,1,0,1,1,0.7026104931474983,0.29738950685250165,Low Risk,5332.0,High,1
2507,0.0,56.0,1.0,0,0,0,0,0,1,0.7434166840018406,0.2565833159981594,Low Risk,2507.0,Medium,1
3399,1640.0,111.0,1.0,1,1,1,0,2,1,0.8259162831125463,0.17408371688745372,Low Risk,5039.0,High,1
3717,0.0,120.0,1.0,1,1,0,0,1,1,0.8552695222223581,0.14473047777764192,Low Risk,3717.0,Medium,1
10000,0.0,155.0,1.0,1,1,0,1,0,0,0.8167323946897393,0.18326760531026065,Low Risk,10000.0,Very High,1
2400,2167.0,115.0,1.0,1,1,0,0,1,1,0.8418258794413023,0.15817412055869773,Low Risk,4567.0,Medium,1
4342,189.0,124.0,1.0,1,1,0,0,1,1,0.8533165373092629,0.14668346269073707,Low Risk,4531.0,Medium,1
15000,0.0,300.0,1.0,1,1,0,0,0,1,0.8175093868493739,0.1824906131506261,Low Risk,15000.0,,1
8666,4983.0,376.0,0.0,1,1,0,1,0,0,0.08269162058959914,0.9173083794104009,High Risk,13649.0,,0
4917,0.0,130.0,0.0,1,0,0,0,0,1,0.10321002910755747,0.8967899708924425,High Risk,4917.0,Medium,0
5818,2160.0,184.0,1.0,1,1,0,1,1,1,0.7881165629468895,0.21188343705311052,Low Risk,7978.0,Very High,1
4333,2451.0,110.0,1.0,0,1,0,0,2,0,0.8162028371902291,0.18379716280977088,Low Risk,6784.0,High,1
2500,0.0,67.0,1.0,0,0,0,0,2,1,0.7341589540918818,0.2658410459081182,Low Risk,2500.0,Low,1
4384,1793.0,117.0,1.0,1,0,0,0,2,1,0.7318320255260617,0.26816797447393825,Low Risk,6177.0,High,1
2935,0.0,98.0,1.0,1,0,0,0,1,1,0.7578914599907772,0.24210854000922277,Low Risk,2935.0,Medium,1
2833,0.0,71.0,1.0,1,0,0,0,2,1,0.7635853762654352,0.2364146237345648,Low Risk,2833.0,Medium,1
5503,4490.0,70.0,1.0,1,1,0,1,1,1,0.8002311873522975,0.19976881264770252,Low Risk,9993.0,Very High,1
2500,4600.0,176.0,1.0,1,1,0,1,0,1,0.7706386168789029,0.2293613831210971,Low Risk,7100.0,High,1
4160,0.0,71.0,1.0,0,0,0,0,1,1,0.7361128758228176,0.2638871241771824,Low Risk,4160.0,Medium,1
2647,1587.0,173.0,1.0,1,1,1,0,0,0,0.8149019521556116,0.18509804784438844,Low Risk,4234.0,Medium,1
2378,0.0,46.0,1.0,0,0,0,0,0,0,0.7466219668373474,0.2533780331626526,Low Risk,2378.0,Low,1
4554,1229.0,158.0,1.0,1,1,1,0,2,1,0.8175037723034051,0.1824962276965949,Low Risk,5783.0,High,1
3173,0.0,74.0,1.0,1,1,1,0,1,1,0.8479547650531883,0.15204523494681166,Low Risk,3173.0,Medium,1
2499,2458.0,160.0,1.0,1,1,0,0,1,1,0.8292519865566296,0.17074801344337043,Low Risk,4957.0,Medium,1
3523,3230.0,152.0,0.0,1,1,1,0,0,0,0.13808977464244113,0.8619102253575589,High Risk,6753.0,High,0
3083,2168.0,126.0,1.0,1,1,1,0,2,1,0.818142433253522,0.18185756674647802,Low Risk,5251.0,High,1
2625,6250.0,187.0,1.0,1,1,0,0,0,1,0.7948045129138346,0.20519548708616542,Low Risk,8875.0,Very High,1
9083,0.0,228.0,1.0,1,1,0,0,1,1,0.8319752051259026,0.16802479487409738,Low Risk,9083.0,Very High,1
8750,4167.0,308.0,1.0,1,0,0,0,0,0,0.6436861779999217,0.35631382200007833,Medium Risk,12917.0,,1
2666,2083.0,95.0,1.0,1,1,0,0,0,1,0.8488048583497959,0.1511951416502041,Low Risk,4749.0,Medium,1
5500,0.0,105.0,0.0,0,1,0,1,0,0,0.13523844183958156,0.8647615581604184,High Risk,5500.0,High,0
2423,505.0,130.0,1.0,0,1,0,0,1,1,0.8276128049309311,0.17238719506906885,Low Risk,2928.0,Medium,1
3813,0.0,116.0,1.0,0,0,0,0,2,1,0.7179003263208323,0.28209967367916766,Low Risk,3813.0,Medium,1
8333,3167.0,165.0,1.0,1,1,0,0,0,1,0.8260467723380986,0.17395322766190136,Low Risk,11500.0,,1
3875,0.0,67.0,1.0,1,1,0,0,2,0,0.864420748119018,0.13557925188098197,Low Risk,3875.0,Medium,1
3000,1666.0,100.0,0.0,1,1,1,0,2,0,0.15549803104804938,0.8445019689519506,High Risk,4666.0,Medium,0
5167,3167.0,200.0,1.0,1,1,0,0,1,1,0.8144676025660218,0.1855323974339782,Low Risk,8334.0,Very High,1
4723,0.0,81.0,1.0,0,0,0,0,1,0,0.7329372305154034,0.2670627694845966,Low Risk,4723.0,Medium,1
5000,3667.0,236.0,1.0,1,1,0,0,1,1,0.8009115956899159,0.19908840431008412,Low Risk,8667.0,Very High,1
4750,2333.0,130.0,1.0,1,1,0,0,2,1,0.8356682860039059,0.16433171399609414,Low Risk,7083.0,High,1
6822,0.0,141.0,1.0,1,0,0,1,0,1,0.6989058991903195,0.30109410080968046,Medium Risk,6822.0,High,1
6216,0.0,133.0,1.0,1,0,1,0,0,0,0.7241133175676774,0.2758866824323226,Low Risk,6216.0,High,1
2500,0.0,96.0,1.0,1,0,0,0,1,0,0.7584086651782129,0.24159133482178707,Low Risk,2500.0,Low,1
5124,0.0,124.0,0.0,1,0,0,0,0,0,0.10418676829492116,0.8958132317050789,High Risk,5124.0,High,0
6325,0.0,175.0,1.0,1,1,0,0,1,1,0.8437383976173246,0.1562616023826754,Low Risk,6325.0,High,1
19730,5266.0,570.0,1.0,1,1,0,0,0,0,0.6845898204633923,0.31541017953660766,Medium Risk,24996.0,,1
15759,0.0,55.0,1.0,0,0,0,1,1,1,0.6949183509027392,0.30508164909726077,Medium Risk,15759.0,,1
5185,0.0,155.0,1.0,1,1,0,0,1,1,0.8479823711592869,0.15201762884071313,Low Risk,5185.0,High,1
9323,7873.0,380.0,1.0,1,1,0,1,0,1,0.6693205402958304,0.33067945970416956,Medium Risk,17196.0,,1
3062,1987.0,111.0,0.0,1,0,0,0,2,0,0.0941875760386769,0.9058124239613231,High Risk,5049.0,High,0
4817,923.0,120.0,1.0,1,1,0,0,2,1,0.8476093814326991,0.15239061856730085,Low Risk,5740.0,High,1
8750,4996.0,130.0,1.0,1,1,0,0,0,1,0.8211363889600247,0.17886361103997528,Low Risk,13746.0,,1
3069,0.0,71.0,1.0,1,0,0,0,2,0,0.7636430396759066,0.23635696032409337,Low Risk,3069.0,Medium,1
5391,0.0,130.0,1.0,1,1,0,0,2,1,0.8515935373215867,0.1484064626784133,Low Risk,5391.0,High,1
5941,4232.0,296.0,1.0,1,0,0,0,1,1,0.6433893788239838,0.35661062117601616,Medium Risk,10173.0,,1
6000,0.0,156.0,1.0,0,0,0,0,2,1,0.7045041822785785,0.2954958177214215,Low Risk,6000.0,High,1
7167,0.0,128.0,1.0,1,0,0,1,2,1,0.6975183260826016,0.30248167391739844,Medium Risk,7167.0,High,1
4566,0.0,100.0,1.0,1,1,0,0,2,0,0.8578054351857196,0.1421945648142804,Low Risk,4566.0,Medium,1
2346,1600.0,132.0,1.0,1,0,1,0,1,1,0.7036123036625677,0.29638769633743234,Low Risk,3946.0,Medium,1
2333,2417.0,136.0,1.0,1,1,0,0,2,1,0.8332066205915036,0.16679337940849637,Low Risk,4750.0,Medium,1
5488,0.0,125.0,1.0,1,1,0,0,0,1,0.8563161078176468,0.14368389218235322,Low Risk,5488.0,High,1
9167,0.0,185.0,1.0,1,0,0,0,0,1,0.7341695623232196,0.2658304376767804,Low Risk,9167.0,Very High,1
9504,0.0,275.0,1.0,1,1,0,0,0,1,0.8226993017114488,0.17730069828855122,Low Risk,9504.0,Very High,1
1993,1625.0,113.0,1.0,1,1,1,0,1,1,0.827358752074954,0.17264124792504598,Low Risk,3618.0,Medium,1
3100,1400.0,113.0,1.0,1,1,0,0,2,1,0.845672996340791,0.15432700365920904,Low Risk,4500.0,Medium,1
3180,0.0,71.0,0.0,0,0,0,0,2,0,0.09483158427504447,0.9051684157249555,High Risk,3180.0,Medium,0
3033,1459.0,95.0,1.0,1,1,0,0,2,1,0.8492359489618992,0.15076405103810075,Low Risk,4492.0,Medium,1
3902,1666.0,109.0,1.0,1,0,1,0,0,1,0.7144486331361292,0.28555136686387084,Low Risk,5568.0,High,1
1500,1800.0,103.0,0.0,0,0,0,0,1,0,0.0838786107474441,0.9161213892525559,High Risk,3300.0,Medium,0
2889,0.0,45.0,0.0,1,1,1,0,2,0,0.18051670494161148,0.8194832950583886,High Risk,2889.0,Medium,0
2755,0.0,65.0,1.0,1,0,1,0,0,0,0.745773741170047,0.254226258829953,Low Risk,2755.0,Medium,1
2500,20000.0,103.0,1.0,1,0,0,0,1,1,0.5259315696549869,0.4740684303450131,Medium Risk,22500.0,,1
1963,0.0,53.0,1.0,0,0,1,0,1,1,0.7146337206106979,0.28536627938930215,Low Risk,1963.0,Low,1
7441,0.0,194.0,1.0,0,0,0,1,0,0,0.643273106849591,0.35672689315040895,Medium Risk,7441.0,High,1
4547,0.0,115.0,1.0,0,0,0,0,1,1,0.7213917639651739,0.2786082360348261,Low Risk,4547.0,Medium,1
2167,2400.0,115.0,1.0,1,1,1,0,2,1,0.8189719614502461,0.1810280385497539,Low Risk,4567.0,Medium,1
2213,0.0,66.0,1.0,0,0,1,0,0,1,0.7131597545335308,0.28684024546646925,Low Risk,2213.0,Low,1
8300,0.0,152.0,0.0,1,1,0,0,1,0,0.17686220573439093,0.8231377942656091,High Risk,8300.0,Very High,0
81000,0.0,360.0,0.0,1,1,0,0,0,0,0.14438568495315715,0.8556143150468428,High Risk,81000.0,,0
3867,0.0,62.0,1.0,0,0,1,1,1,0,0.6591720685718938,0.3408279314281062,Medium Risk,3867.0,Medium,1
6096,0.0,218.0,0.0,1,1,1,0,0,0,0.1450181125251334,0.8549818874748666,High Risk,6096.0,High,0
2253,2033.0,110.0,1.0,1,1,1,0,0,1,0.827229827996285,0.17277017200371503,Low Risk,4286.0,Medium,1
2149,3237.0,178.0,0.0,0,1,1,0,1,0,0.11351016350158584,0.8864898364984142,High Risk,5386.0,High,0
2995,0.0,60.0,1.0,0,0,0,0,2,1,0.7366114970393485,0.2633885029606515,Low Risk,2995.0,Medium,1
2600,0.0,160.0,1.0,0,0,0,0,2,0,0.7021209630371269,0.2978790369628731,Low Risk,2600.0,Medium,1
1600,20000.0,239.0,1.0,1,1,0,1,2,0,0.570123840693496,0.429876159306504,Medium Risk,21600.0,,1
1025,2773.0,112.0,1.0,1,1,0,0,0,1,0.8400475432359262,0.15995245676407377,Low Risk,3798.0,Medium,1
3246,1417.0,138.0,1.0,1,1,0,0,1,1,0.8418915976958026,0.15810840230419743,Low Risk,4663.0,Medium,1
5829,0.0,138.0,1.0,1,1,0,0,0,1,0.8536254033969192,0.14637459660308083,Low Risk,5829.0,High,1
2720,0.0,80.0,0.0,0,0,1,0,2,0,0.08259789637039255,0.9174021036296074,High Risk,2720.0,Medium,0
1820,1719.0,100.0,1.0,1,1,0,0,2,1,0.8461981325162349,0.15380186748376512,Low Risk,3539.0,Medium,1
7250,1667.0,110.0,0.0,1,1,0,0,2,0,0.17251842301129988,0.8274815769887001,High Risk,8917.0,Very High,0
14880,0.0,96.0,1.0,1,1,0,0,1,1,0.8620674072492902,0.1379325927507098,Low Risk,14880.0,,1
2666,4300.0,121.0,1.0,1,1,0,0,0,1,0.827349144437387,0.17265085556261295,Low Risk,6966.0,High,1
4606,0.0,81.0,1.0,0,0,1,0,0,0,0.7085697030695737,0.2914302969304263,Low Risk,4606.0,Medium,1
5935,0.0,133.0,1.0,1,1,0,0,1,1,0.8528816751813291,0.14711832481867093,Low Risk,5935.0,High,1
2920,16.12000084,87.0,1.0,1,1,0,0,0,1,0.8635979521700019,0.1364020478299981,Low Risk,2936.12000084,Medium,1
2717,0.0,60.0,1.0,1,0,1,0,2,1,0.7418211839939792,0.2581788160060208,Low Risk,2717.0,Medium,1
8624,0.0,150.0,1.0,0,0,0,1,1,1,0.6573716528669372,0.3426283471330628,Medium Risk,8624.0,Very High,1
6500,0.0,105.0,0.0,1,0,0,0,0,0,0.10742731207662685,0.8925726879233732,High Risk,6500.0,High,0
2425,2340.0,143.0,1.0,1,1,0,0,1,1,0.8341435342637226,0.16585646573627744,Low Risk,4765.0,Medium,1
3750,0.0,100.0,1.0,1,0,0,0,2,1,0.7547744486325982,0.24522555136740176,Low Risk,3750.0,Medium,1
1926,1851.0,50.0,1.0,1,0,0,0,1,1,0.755184191500406,0.24481580849959395,Low Risk,3777.0,Medium,1
10416,0.0,187.0,0.0,1,0,0,1,2,0,0.07401277923415396,0.925987220765846,High Risk,10416.0,,0
7142,0.0,138.0,1.0,0,1,1,1,0,1,0.7722254117459084,0.22777458825409158,Low Risk,7142.0,High,1
3660,5064.0,187.0,1.0,1,0,0,0,1,1,0.6748194422463307,0.3251805577536693,Medium Risk,8724.0,Very High,1
7901,1833.0,180.0,1.0,1,1,0,0,0,1,0.8320590449265414,0.16794095507345863,Low Risk,9734.0,Very High,1
4707,1993.0,148.0,1.0,1,0,1,0,1,1,0.6942945021392082,0.3057054978607918,Medium Risk,6700.0,High,1
37719,0.0,152.0,1.0,1,0,0,0,1,1,0.7495436788642327,0.2504563211357673,Low Risk,37719.0,,1
3466,1210.0,130.0,1.0,1,1,0,1,0,1,0.812438218586112,0.18756178141388802,Low Risk,4676.0,Medium,1
4652,0.0,110.0,1.0,1,1,1,0,0,1,0.8420932915739625,0.1579067084260375,Low Risk,4652.0,Medium,1
3340,1710.0,150.0,0.0,1,1,0,0,0,0,0.1659837663821081,0.8340162336178919,High Risk,5050.0,High,0
2309,1255.0,125.0,0.0,1,1,1,0,0,0,0.15639170099337937,0.8436082990066206,High Risk,3564.0,Medium,0
3948,1733.0,149.0,0.0,1,1,0,0,0,0,0.16617008619257462,0.8338299138074254,High Risk,5681.0,High,0
2483,2466.0,90.0,0.0,1,1,0,0,0,1,0.174782714562855,0.825217285437145,High Risk,4949.0,Medium,0
7085,0.0,84.0,1.0,1,0,0,1,1,1,0.7160627139093076,0.28393728609069235,Low Risk,7085.0,High,1
3859,0.0,96.0,1.0,1,1,0,0,1,1,0.8602839359536838,0.1397160640463162,Low Risk,3859.0,Medium,1
4301,0.0,118.0,1.0,1,1,0,0,2,1,0.853976529218392,0.14602347078160804,Low Risk,4301.0,Medium,1
3708,2569.0,173.0,1.0,1,1,0,0,2,0,0.8233914285615364,0.17660857143846365,Low Risk,6277.0,High,1
4354,0.0,136.0,1.0,1,0,0,0,0,1,0.7489275036092897,0.2510724963907103,Low Risk,4354.0,Medium,1
8334,0.0,160.0,1.0,1,1,0,0,1,0,0.8474322307288144,0.15256776927118565,Low Risk,8334.0,Very High,1
7740,0.0,128.0,1.0,1,1,0,0,2,1,0.852424362819106,0.14757563718089395,Low Risk,7740.0,Very High,1
3015,2188.0,153.0,1.0,1,1,0,0,0,1,0.8349957254013456,0.1650042745986544,Low Risk,5203.0,High,1
4166,0.0,98.0,0.0,1,0,0,0,1,0,0.1068692827276201,0.8931307172723799,High Risk,4166.0,Medium,0
6000,0.0,140.0,1.0,1,0,0,0,0,1,0.7480632361667352,0.2519367638332648,Low Risk,6000.0,High,1
2947,1664.0,70.0,0.0,1,1,1,0,2,0,0.16233724586326703,0.837662754136733,High Risk,4611.0,Medium,0
4333,2451.0,110.0,1.0,1,1,0,0,2,0,0.8394052196028128,0.16059478039718722,Low Risk,6784.0,High,1
3450,2079.0,162.0,1.0,1,1,0,1,1,1,0.7944684502956374,0.2055315497043626,Low Risk,5529.0,High,1
2653,1500.0,113.0,0.0,1,1,1,0,0,0,0.15749348678051028,0.8425065132194898,High Risk,4153.0,Medium,0
4691,0.0,100.0,1.0,1,1,0,0,1,1,0.859598270417184,0.14040172958281605,Low Risk,4691.0,Medium,1
5532,4648.0,162.0,1.0,1,0,0,0,0,1,0.6923677279391232,0.30763227206087684,Medium Risk,10180.0,,1
16525,1014.0,150.0,1.0,1,1,0,1,0,1,0.8114698676549098,0.1885301323450902,Low Risk,17539.0,,1
6700,1750.0,230.0,1.0,1,1,0,0,1,1,0.8180343602513023,0.18196563974869773,Low Risk,8450.0,Very High,1
16667,2250.0,86.0,1.0,1,1,0,1,1,1,0.8161887211513105,0.18381127884868953,Low Risk,18917.0,,1
4350,0.0,154.0,1.0,0,0,1,0,0,1,0.6821461872629834,0.3178538127370166,Medium Risk,4350.0,Medium,1
3095,0.0,113.0,1.0,1,1,1,0,0,1,0.8411306062141175,0.1588693937858825,Low Risk,3095.0,Medium,1
2083,3150.0,128.0,1.0,1,1,0,0,1,1,0.8318433920288533,0.16815660797114673,Low Risk,5233.0,High,1
10833,0.0,234.0,1.0,1,1,0,0,1,1,0.8308735898765366,0.1691264101234634,Low Risk,10833.0,,1
8333,0.0,246.0,1.0,1,1,0,0,1,1,0.8274968653004632,0.17250313469953682,Low Risk,8333.0,Very High,1
1958,2436.0,131.0,1.0,1,1,1,0,0,1,0.818942921736863,0.181057078263137,Low Risk,4394.0,Medium,1
3547,0.0,80.0,0.0,1,0,0,0,0,0,0.11118720615545663,0.8888127938445434,High Risk,3547.0,Medium,0
18333,0.0,500.0,1.0,1,1,0,0,2,0,0.7565589804650382,0.24344101953496178,Low Risk,18333.0,,1
4583,2083.0,160.0,1.0,1,1,0,1,1,1,0.7952409570285576,0.20475904297144243,Low Risk,6666.0,High,1
2435,0.0,75.0,1.0,1,0,0,0,2,0,0.762254543831756,0.23774545616824405,Low Risk,2435.0,Low,1
3691,0.0,110.0,1.0,1,0,1,0,0,1,0.7312059470388187,0.2687940529611813,Low Risk,3691.0,Medium,1
17263,0.0,225.0,1.0,0,0,1,1,1,1,0.5986543424139573,0.4013456575860427,Medium Risk,17263.0,,1
3597,2157.0,119.0,0.0,1,1,0,0,0,0,0.17020886728525672,0.8297911327147433,High Risk,5754.0,High,0
3326,913.0,105.0,1.0,0,1,0,0,1,1,0.8308506937337055,0.16914930626629454,Low Risk,4239.0,Medium,1
2600,1700.0,107.0,1.0,1,1,1,0,0,1,0.8304506204910032,0.16954937950899684,Low Risk,4300.0,Medium,1
2895,0.0,95.0,1.0,1,1,0,1,1,1,0.8281291963188032,0.17187080368119678,Low Risk,2895.0,Medium,1
6283,4416.0,209.0,0.0,1,0,0,0,0,0,0.07433604408424983,0.9256639559157501,High Risk,10699.0,,0
645,3683.0,113.0,1.0,0,0,0,0,0,1,0.6845504460389316,0.31544955396106844,Medium Risk,4328.0,Medium,1
3159,0.0,100.0,1.0,0,0,0,0,1,1,0.7261286153229274,0.2738713846770726,Low Risk,3159.0,Medium,1
4865,5624.0,208.0,1.0,1,1,0,0,1,1,0.7923157479308902,0.2076842520691098,Low Risk,10489.0,,1
3814,1483.0,124.0,1.0,1,1,1,0,1,1,0.8260712695201633,0.1739287304798367,Low Risk,5297.0,High,1
3510,4416.0,243.0,1.0,1,1,0,0,0,1,0.7948075212597578,0.20519247874024216,Low Risk,7926.0,Very High,1
2479,3013.0,188.0,1.0,1,1,0,1,2,1,0.776226522693559,0.22377347730644104,Low Risk,5492.0,High,1
13262,0.0,40.0,1.0,0,0,0,0,2,1,0.7458165643665404,0.2541834356334596,Low Risk,13262.0,,1
3598,1287.0,100.0,1.0,1,0,1,0,0,0,0.7214178377575788,0.27858216224242116,Low Risk,4885.0,Medium,1
6065,2004.0,250.0,1.0,1,1,0,0,1,1,0.8107779442173948,0.1892220557826052,Low Risk,8069.0,Very High,1
3283,2035.0,148.0,1.0,1,1,0,0,2,1,0.8332716022216522,0.1667283977783478,Low Risk,5318.0,High,1
2130,6666.0,70.0,1.0,1,1,0,0,1,0,0.8200856176065391,0.17991438239346091,Low Risk,8796.0,Very High,1
5815,3666.0,311.0,1.0,1,0,0,0,0,0,0.6475002422572468,0.3524997577427532,Medium Risk,9481.0,Very High,1
3466,3428.0,150.0,1.0,1,1,0,0,0,1,0.8268450236787918,0.17315497632120824,Low Risk,6894.0,High,1
2031,1632.0,113.0,1.0,0,1,0,0,1,1,0.8233647762966307,0.17663522370336926,Low Risk,3663.0,Medium,1
3074,1800.0,123.0,0.0,1,1,1,0,1,0,0.15142016660781626,0.8485798333921837,High Risk,4874.0,Medium,0
4683,1915.0,185.0,1.0,1,0,0,0,1,0,0.7102816639789427,0.28971833602105734,Low Risk,6598.0,High,1
3400,0.0,95.0,1.0,0,0,1,0,0,0,0.7032762628629927,0.2967237371370073,Low Risk,3400.0,Medium,1
2192,1742.0,45.0,1.0,1,1,1,0,1,1,0.8425336340446242,0.15746636595537578,Low Risk,3934.0,Medium,1
2500,0.0,55.0,1.0,1,0,0,0,1,1,0.7709830880742446,0.22901691192575535,Low Risk,2500.0,Low,1
5677,1424.0,100.0,1.0,1,1,0,1,0,1,0.8189227036729446,0.18107729632705538,Low Risk,7101.0,High,1
7948,7166.0,480.0,1.0,1,1,0,1,0,1,0.6385606539804516,0.3614393460195484,Medium Risk,15114.0,,1
17500,0.0,400.0,1.0,1,1,0,1,0,1,0.7477873502772915,0.2522126497227085,Low Risk,17500.0,,1
3775,0.0,110.0,1.0,1,1,0,0,1,1,0.8573766008177921,0.1426233991822079,Low Risk,3775.0,Medium,1
5285,1430.0,161.0,0.0,1,1,1,0,1,1,0.14600653210443923,0.8539934678955607,High Risk,6715.0,High,0
2679,1302.0,94.0,1.0,1,0,1,0,1,1,0.7201310713004997,0.2798689286995003,Low Risk,3981.0,Medium,1
6783,0.0,130.0,1.0,1,0,1,0,1,1,0.7223668313604704,0.2776331686395296,Low Risk,6783.0,High,1
4281,0.0,100.0,1.0,1,1,0,0,2,1,0.8577583732756485,0.14224162672435148,Low Risk,4281.0,Medium,1
3588,0.0,110.0,0.0,1,0,0,0,0,0,0.10623786449735649,0.8937621355026435,High Risk,3588.0,Medium,0
18165,0.0,125.0,1.0,0,0,1,1,2,1,0.6357471703023553,0.3642528296976447,Medium Risk,18165.0,,1
6133,3906.0,324.0,1.0,1,1,0,0,2,1,0.7714682892421851,0.22853171075781487,Low Risk,10039.0,,1
3617,0.0,107.0,1.0,1,0,0,0,1,1,0.755235708065917,0.244764291934083,Low Risk,3617.0,Medium,1
2917,536.0,66.0,1.0,1,1,1,0,0,0,0.8479989126989417,0.15200108730105832,Low Risk,3453.0,Medium,1
6417,0.0,157.0,1.0,1,1,0,0,0,1,0.8496333903612738,0.15036660963872617,Low Risk,6417.0,High,1
4608,2845.0,140.0,1.0,0,1,0,0,1,1,0.8075875535952928,0.19241244640470723,Low Risk,7453.0,High,1
2138,0.0,99.0,0.0,0,0,0,0,1,0,0.09190817216072018,0.9080918278392798,High Risk,2138.0,Low,0
2239,2524.0,128.0,1.0,1,1,1,0,2,1,0.8147172853123152,0.18528271468768476,Low Risk,4763.0,Medium,1
2768,1950.0,155.0,1.0,1,1,0,0,0,1,0.836162401913941,0.16383759808605902,Low Risk,4718.0,Medium,1
3358,0.0,80.0,1.0,1,0,1,0,1,0,0.7382388683716701,0.2617611316283299,Low Risk,3358.0,Medium,1
2526,1783.0,145.0,1.0,1,0,0,0,0,1,0.7277857168792939,0.27221428312070606,Low Risk,4309.0,Medium,1
5000,0.0,103.0,0.0,0,0,0,0,1,0,0.09166266816082749,0.9083373318391725,High Risk,5000.0,Medium,0
2785,2016.0,110.0,1.0,1,1,0,0,0,1,0.8459641955694657,0.15403580443053433,Low Risk,4801.0,Medium,1
